id,bod,datum,votes_pro,votes_proti,votes_zdrzel,votes_nehlasoval,prihlaseno,vysledek,nazev
54775,86,1297378800,27,77,2,0,106,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54776,86,1297378800,25,71,3,0,99,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54777,86,1297378800,24,72,0,0,96,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54778,0,1297378800,90,45,2,2,139,A,Po%u0159ad%20sch%u016Fze
54779,0,1297378800,97,34,17,4,152,A,Po%u0159ad%20sch%u016Fze
54780,0,1297378800,52,98,1,1,152,R,Po%u0159ad%20sch%u016Fze
54781,0,1297378800,50,99,2,1,152,R,Po%u0159ad%20sch%u016Fze
54782,0,1297378800,50,101,2,1,154,R,Po%u0159ad%20sch%u016Fze
54783,0,1297378800,51,100,2,1,154,R,Po%u0159ad%20sch%u016Fze
54784,0,1297378800,51,100,3,1,155,R,Po%u0159ad%20sch%u016Fze
54785,0,1297378800,52,100,2,1,155,R,Po%u0159ad%20sch%u016Fze
54786,0,1297378800,52,102,1,1,156,R,Po%u0159ad%20sch%u016Fze
54787,0,1297378800,51,102,2,1,156,R,Po%u0159ad%20sch%u016Fze
54788,0,1297378800,50,102,3,1,156,R,Po%u0159ad%20sch%u016Fze
54789,0,1297378800,51,100,4,1,156,R,Po%u0159ad%20sch%u016Fze
54790,0,1297378800,52,102,1,1,156,R,Po%u0159ad%20sch%u016Fze
54791,0,1297378800,52,104,2,1,159,R,Po%u0159ad%20sch%u016Fze
54792,0,1297378800,51,104,3,1,159,R,Po%u0159ad%20sch%u016Fze
54793,0,1297378800,50,105,3,1,159,R,Po%u0159ad%20sch%u016Fze
54794,0,1297378800,48,104,6,1,159,R,Po%u0159ad%20sch%u016Fze
54795,1,1297378800,102,67,2,0,171,A,Vl.n.z.%20o%20st%E1tn%EDm%20rozpo%u010Dtu%20%u010CR%20na%20rok%202012
54796,86,1297378800,25,74,0,0,99,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54797,86,1297378800,30,69,2,0,101,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54798,86,1297378800,13,72,1,0,86,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54799,86,1297378800,12,57,25,0,94,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54800,86,1297378800,1,34,33,0,68,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54801,86,1297378800,13,70,0,0,83,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54802,86,1299798000,18,67,0,0,85,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54803,86,1299798000,16,68,0,1,85,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54804,86,1299798000,17,70,0,1,88,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54805,86,1299798000,4,30,51,0,85,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54806,86,1299798000,15,69,8,0,92,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54807,86,1299798000,2,8,82,0,92,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54808,86,1299798000,16,69,0,0,85,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54809,86,1299798000,83,0,9,0,92,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54810,0,1299798000,79,0,3,0,82,A,%20
54811,0,1299798000,56,77,1,1,135,R,Po%u0159ad%20sch%u016Fze
54812,0,1299798000,93,1,3,0,97,A,%20
54813,0,1299798000,56,77,11,0,144,R,Po%u0159ad%20sch%u016Fze
54814,0,1299798000,72,1,15,1,89,A,%20
54815,0,1299798000,48,67,15,0,130,R,Po%u0159ad%20sch%u016Fze
54816,0,1299798000,95,0,8,0,103,A,%20
54817,0,1299798000,56,78,1,1,136,R,Po%u0159ad%20sch%u016Fze
54818,0,1299798000,98,72,3,0,173,A,%20
54819,86,1299798000,73,108,0,1,182,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54820,86,1299798000,109,73,0,0,182,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54821,86,1299798000,104,37,40,0,181,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54822,0,1299798000,105,73,2,0,180,A,%20
54823,0,1299798000,44,97,0,0,141,R,%20
54824,101,1299798000,100,42,5,0,147,A,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54825,101,1299798000,97,42,7,0,146,A,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54826,0,1299798000,133,6,1,1,141,A,%20
54827,0,1302472800,121,0,16,0,137,A,%20
54828,0,1302472800,72,98,1,1,172,R,Po%u0159ad%20sch%u016Fze
54829,0,1302472800,97,68,6,1,172,A,Po%u0159ad%20sch%u016Fze
54830,1,1302472800,169,0,16,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54831,1,1302472800,174,0,11,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54832,1,1302472800,176,0,9,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54833,1,1302472800,103,75,6,1,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54834,1,1302472800,106,72,6,1,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54835,1,1302472800,144,31,9,1,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54836,1,1302472800,77,101,7,0,185,R,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54837,1,1302472800,177,0,8,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54838,1,1302472800,178,0,8,0,186,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54839,1,1302472800,180,0,6,0,186,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54840,1,1302472800,154,1,24,7,186,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54841,1,1302472800,182,0,4,0,186,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54842,1,1302472800,177,1,7,1,186,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54843,1,1302472800,179,1,5,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54844,1,1302472800,181,0,4,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54845,1,1302472800,106,64,13,2,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54846,1,1302472800,152,9,21,3,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54847,1,1302472800,90,73,13,8,184,R,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54848,1,1302472800,178,1,6,0,185,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54849,1,1302472800,101,36,5,33,175,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
54850,0,1302472800,92,35,14,7,148,A,%20
54851,0,1302472800,97,49,3,0,149,A,%20
54852,0,1302472800,40,85,1,1,127,R,Po%u0159ad%20sch%u016Fze
54853,0,1302472800,49,90,0,0,139,R,Po%u0159ad%20sch%u016Fze
54854,0,1302472800,48,89,2,0,139,R,Po%u0159ad%20sch%u016Fze
54855,0,1302472800,48,90,1,0,139,R,Po%u0159ad%20sch%u016Fze
54856,0,1302472800,49,89,1,0,139,R,Po%u0159ad%20sch%u016Fze
54857,0,1302472800,49,90,0,0,139,R,Po%u0159ad%20sch%u016Fze
54858,0,1302472800,49,89,1,0,139,R,Po%u0159ad%20sch%u016Fze
54859,0,1302472800,48,92,2,0,142,R,Po%u0159ad%20sch%u016Fze
54860,0,1302472800,48,92,3,0,143,R,Po%u0159ad%20sch%u016Fze
54861,0,1302472800,48,92,3,0,143,R,Po%u0159ad%20sch%u016Fze
54862,101,1302472800,25,87,0,0,112,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54863,101,1305064800,5,1,105,0,111,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54864,101,1305064800,92,7,4,2,105,A,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54865,101,1305064800,71,39,3,0,113,A,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54866,101,1305064800,40,69,15,2,126,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54867,101,1305064800,34,66,25,0,125,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54868,101,1305064800,17,14,59,6,96,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54869,101,1307743200,79,3,0,0,82,A,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54870,101,1307743200,62,27,12,0,101,A,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54871,101,1307743200,43,70,8,0,121,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54872,101,1307743200,41,66,2,1,110,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54873,101,1307743200,39,67,7,0,113,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54874,101,1307743200,41,70,3,0,114,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54875,101,1307743200,41,71,2,0,114,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54876,101,1307743200,41,72,2,0,115,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54877,101,1307743200,43,68,1,0,112,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54878,101,1307743200,41,68,2,0,111,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54879,101,1307743200,47,70,5,0,122,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54880,101,1307743200,43,73,7,0,123,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54881,101,1307743200,36,59,34,0,129,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54882,101,1307743200,39,59,2,1,101,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54883,101,1307743200,48,74,2,0,124,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54884,101,1307743200,49,75,4,0,128,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54885,101,1307743200,48,75,5,0,128,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54886,101,1307743200,49,76,3,0,128,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54887,101,1307743200,43,90,18,0,151,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54888,101,1307743200,44,82,28,0,154,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54889,101,1307743200,42,78,36,0,156,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54890,101,1307743200,46,80,30,0,156,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54891,101,1307743200,44,83,28,0,155,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54892,101,1307743200,41,78,37,0,156,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54893,101,1307743200,48,78,1,0,127,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54894,101,1307743200,47,81,2,0,130,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54895,101,1307743200,49,81,2,0,132,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54896,101,1307743200,52,81,17,0,150,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54897,101,1307743200,54,85,12,0,151,R,Slou%u010Den%E1%20rozprava%20k%20bod%u016Fm%2087%20a%u017E%20100
54898,87,1307743200,71,107,2,1,181,R,Vl.n.z.%20o%20zdravotnick%E9%20z%E1chrann%E9%20slu%u017Eb%u011B
54899,87,1307743200,109,51,16,5,181,A,Vl.n.z.%20o%20zdravotnick%E9%20z%E1chrann%E9%20slu%u017Eb%u011B
54900,88,1307743200,49,108,19,4,180,R,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54901,88,1307743200,108,69,2,1,180,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54902,89,1307743200,107,69,1,0,177,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54903,89,1307743200,169,6,1,3,179,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54904,89,1307743200,108,70,0,0,178,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54905,90,1307743200,109,70,0,0,179,A,Novela%20z.%20o%20pomoci%20v%20hmotn%E9%20nouzi
54906,91,1307743200,108,69,2,0,179,A,Novela%20z.%20o%20zam%u011Bstnanosti
54907,92,1307743200,110,70,0,0,180,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54908,93,1307743200,110,70,0,0,180,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54909,94,1307743200,107,70,0,1,178,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54910,95,1307743200,109,70,0,0,179,A,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54911,96,1307743200,110,70,0,0,180,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54912,97,1307743200,109,70,1,0,180,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54913,98,1307743200,109,70,0,0,179,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54914,99,1307743200,109,70,0,0,179,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54915,100,1307743200,107,70,0,0,177,A,Vl.n.z.%20v%20souvislosti%20s%20p%u0159ij.%20z.%20o%20d%u016Fch.%20a%20pen.%20spo%u0159en%ED%20-%20EU
54916,3,1315692000,140,5,20,5,170,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54917,3,1315692000,169,1,0,0,170,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54918,3,1315692000,169,1,1,1,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54919,3,1315692000,169,1,1,1,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54920,3,1315692000,164,3,3,2,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54921,3,1315692000,168,2,2,0,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54922,3,1315692000,165,2,4,1,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54923,3,1315692000,16,60,70,26,172,R,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54924,3,1315692000,114,25,17,16,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54925,3,1315692000,133,30,6,3,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54926,3,1315692000,146,15,7,5,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54927,3,1315692000,149,16,4,4,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54928,3,1315692000,151,11,6,5,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54929,3,1315692000,137,20,9,7,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54930,3,1315692000,145,14,11,3,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54931,3,1315692000,151,12,6,4,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54932,3,1315692000,150,14,4,5,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54933,3,1315692000,150,12,7,4,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54934,3,1315692000,151,10,5,7,173,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54935,3,1315692000,57,97,10,8,172,R,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54936,3,1315692000,150,7,12,3,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54937,3,1315692000,129,20,15,8,172,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54938,3,1315692000,112,27,14,18,171,A,Vl.n.z.%20o%20podporovan%FDch%20zdroj%EDch%20energie%20-%20EU
54939,0,1315692000,97,23,30,20,170,A,%20
54940,4,1315692000,156,1,14,2,173,A,Novela%20z.%20o%20zam%u011Bstnanosti%20-%20EU
54941,4,1315692000,160,0,12,0,172,A,Novela%20z.%20o%20zam%u011Bstnanosti%20-%20EU
54942,5,1315692000,37,92,6,14,149,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54943,5,1315692000,61,86,0,1,148,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54944,5,1315692000,145,1,2,1,149,A,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54945,5,1315692000,11,56,69,14,150,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54946,5,1315692000,104,22,14,10,150,A,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54947,5,1315692000,110,26,10,6,152,A,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54948,5,1315692000,38,99,9,6,152,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54949,5,1315692000,58,87,5,2,152,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54950,5,1315692000,59,86,3,4,152,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54951,5,1315692000,26,103,7,16,152,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54952,5,1315692000,59,90,2,1,152,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54953,5,1315692000,58,92,1,2,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54954,5,1315692000,60,89,4,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54955,5,1315692000,60,90,2,1,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54956,5,1315692000,147,4,1,1,153,A,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54957,5,1315692000,60,90,3,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54958,5,1315692000,59,91,3,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54959,5,1315692000,57,90,5,1,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54960,5,1315692000,60,89,4,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54961,5,1315692000,58,93,2,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54962,5,1315692000,60,90,3,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54963,5,1315692000,59,92,2,0,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54964,5,1315692000,58,93,2,1,154,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54965,5,1315692000,59,92,2,1,154,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54966,5,1315692000,60,93,1,0,154,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54967,5,1315692000,59,90,3,2,154,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54968,5,1315692000,62,77,14,2,155,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54969,5,1315692000,60,90,4,1,155,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54970,5,1315692000,59,89,5,2,155,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54971,5,1315692000,62,91,1,1,155,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54972,5,1315692000,57,82,9,6,154,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54973,5,1315692000,53,81,17,4,155,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54974,5,1315692000,64,76,6,7,153,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54975,5,1315692000,1,127,24,3,155,R,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54976,5,1315692000,142,2,9,2,155,A,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54977,5,1315692000,92,35,5,22,154,A,Vl.n.z.%20-%20ob%u010Dansk%FD%20z%E1kon%EDk%20-%20EU
54978,6,1315692000,95,3,1,5,104,A,Vl.n.z.%20o%20mezin%E1rodn%EDm%20pr%E1vu%20soukrom%E9m%20-%20EU
54979,6,1315692000,104,0,1,2,107,A,Vl.n.z.%20o%20mezin%E1rodn%EDm%20pr%E1vu%20soukrom%E9m%20-%20EU
54980,6,1315692000,109,0,0,2,111,A,Vl.n.z.%20o%20mezin%E1rodn%EDm%20pr%E1vu%20soukrom%E9m%20-%20EU
54981,7,1315692000,102,4,13,13,132,A,Novela%20z.%20o%20rozhod%u010D%EDm%20%u0159%EDzen%ED
54982,7,1315692000,126,0,10,0,136,A,Novela%20z.%20o%20rozhod%u010D%EDm%20%u0159%EDzen%ED
54983,7,1315692000,96,10,27,3,136,A,Novela%20z.%20o%20rozhod%u010D%EDm%20%u0159%EDzen%ED
54984,7,1315692000,50,75,12,0,137,R,Novela%20z.%20o%20rozhod%u010D%EDm%20%u0159%EDzen%ED
54985,7,1315692000,134,1,6,0,141,A,Novela%20z.%20o%20rozhod%u010D%EDm%20%u0159%EDzen%ED
54986,8,1315692000,66,39,23,12,140,R,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
54987,8,1315692000,34,59,19,27,139,R,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
54988,8,1315692000,99,5,19,17,140,A,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
54989,8,1315692000,29,2,105,4,140,R,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
54990,8,1315692000,28,55,28,30,141,R,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
54991,8,1315692000,113,2,19,6,140,A,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
54992,8,1315692000,111,1,21,8,141,A,Vl.n.z.o%20mezin%E1rodn%ED%20pomoci%20p%u0159i%20vym%E1h%E1n%ED%20fin.pohled%E1vek%20-%20EU
