id,bod,datum,votes_pro,votes_proti,votes_zdrzel,votes_nehlasoval,prihlaseno,vysledek,nazev
54087,15,1310508000,137,0,1,0,138,A,Novela%20z.%20o%20odpadech
54088,15,1310508000,116,1,20,3,140,A,Novela%20z.%20o%20odpadech
54089,16,1310508000,116,3,18,3,140,A,Novela%20z.%20o%20loteri%EDch
54090,0,1314655200,99,0,20,1,120,A,%20
54091,0,1314655200,76,98,7,5,186,R,Po%u0159ad%20sch%u016Fze
54092,0,1314655200,77,80,15,14,186,R,Po%u0159ad%20sch%u016Fze
54093,0,1314655200,76,86,13,11,186,R,Po%u0159ad%20sch%u016Fze
54094,0,1314655200,76,92,7,11,186,R,Po%u0159ad%20sch%u016Fze
54095,0,1314655200,75,82,9,20,186,R,Po%u0159ad%20sch%u016Fze
54096,0,1314655200,109,31,24,23,187,A,Po%u0159ad%20sch%u016Fze
54097,0,1314655200,109,45,25,8,187,A,Po%u0159ad%20sch%u016Fze
54098,0,1314655200,114,1,16,0,131,A,%20
54099,0,1314655200,103,66,1,5,175,A,Po%u0159ad%20sch%u016Fze
54100,1,1314655200,177,3,1,0,181,A,%u017D.%20o%20vysloven%ED%20souhlasu%20PS%20k%20trestn%EDmu%20st%EDh%E1n%ED%20poslanc%u016F
54101,0,1314655200,89,55,8,2,154,A,%20
54102,1,1314655200,136,3,1,4,144,A,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
54103,2,1314655200,69,40,36,2,147,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54104,2,1314655200,104,19,27,5,155,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54105,2,1314655200,90,49,2,1,142,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54106,3,1314655200,86,45,4,3,138,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54107,4,1314655200,86,46,2,1,135,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54108,5,1314655200,78,50,2,0,130,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54109,6,1314655200,94,51,16,1,162,A,Vl.n.z.%20o%20zdravotnick%E9%20z%E1chrann%E9%20slu%u017Eb%u011B
54110,7,1314655200,83,40,4,1,128,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54111,8,1314655200,92,44,0,0,136,A,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54112,9,1314655200,85,55,11,0,151,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54113,10,1314655200,78,48,1,0,127,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54114,11,1314655200,77,53,0,0,130,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54115,12,1314655200,78,25,25,2,130,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54116,12,1314655200,84,53,11,0,148,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54117,13,1314655200,89,50,10,0,149,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54118,14,1314655200,88,49,2,0,139,A,Vl.n.z.%20v%20souvislosti%20s%20p%u0159ij.%20z.%20o%20d%u016Fch.%20a%20pen.%20spo%u0159en%ED%20-%20EU
54119,0,1314828000,74,49,5,0,128,A,Po%u0159ad%20sch%u016Fze
54120,18,1314828000,117,1,36,0,154,A,Novela%20z.%20o%20Pozemkov%E9m%20fondu%20%u010CR
54121,18,1314828000,77,33,41,3,154,R,Novela%20z.%20o%20Pozemkov%E9m%20fondu%20%u010CR
54122,18,1314828000,92,23,9,3,127,A,Novela%20z.%20o%20Pozemkov%E9m%20fondu%20%u010CR
54123,18,1314828000,85,38,4,3,130,A,Novela%20z.%20o%20Pozemkov%E9m%20fondu%20%u010CR
54124,19,1314828000,115,1,18,0,134,A,Novela%20z.%20o%20nemocensk%E9m%20poji%u0161t%u011Bn%ED
54125,19,1314828000,21,10,102,0,133,R,Novela%20z.%20o%20nemocensk%E9m%20poji%u0161t%u011Bn%ED
54126,19,1314828000,69,46,5,1,121,A,Novela%20z.%20o%20nemocensk%E9m%20poji%u0161t%u011Bn%ED
54127,20,1314828000,96,1,30,0,127,A,Novela%20z.%20o%20zam%u011Bstnanosti%20-%20EU
54128,20,1314828000,62,36,3,4,105,A,Novela%20z.%20o%20zam%u011Bstnanosti%20-%20EU
54129,21,1314828000,99,2,26,0,127,A,Vl.n.z.%20o%20Finan%u010Dn%ED%20spr%E1v%u011B%20%u010Cesk%E9%20republiky
54130,22,1314828000,97,0,28,2,127,A,Vl.n.z.%20v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kona%20o%20Finan%u010Dn%ED%20spr%E1v%u011B%20%u010CR
54131,23,1314828000,109,1,21,1,132,A,Vl.n.z.%20o%20Celn%ED%20spr%E1v%u011B%20%u010Cesk%E9%20republiky%20-%20EU
54132,24,1314828000,114,1,16,1,132,A,Vl.n.z.%20v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kona%20o%20Celn%ED%20spr%E1v%u011B%20%u010CR
54133,25,1314828000,106,4,23,0,133,A,Novela%20z.%20o%20slu%u017Eb%u011B%20st%E1tn%EDch%20zam%u011Bstnanc%u016F
54134,25,1314828000,62,43,23,5,133,R,Novela%20z.%20o%20slu%u017Eb%u011B%20st%E1tn%EDch%20zam%u011Bstnanc%u016F
54135,25,1314828000,23,14,73,1,111,R,Novela%20z.%20o%20slu%u017Eb%u011B%20st%E1tn%EDch%20zam%u011Bstnanc%u016F
54136,25,1314828000,83,24,7,2,116,A,Novela%20z.%20o%20slu%u017Eb%u011B%20st%E1tn%EDch%20zam%u011Bstnanc%u016F
54137,25,1314828000,65,48,4,3,120,A,Novela%20z.%20o%20slu%u017Eb%u011B%20st%E1tn%EDch%20zam%u011Bstnanc%u016F
54138,0,1314914400,77,29,19,6,131,A,Po%u0159ad%20sch%u016Fze
54139,12,1314914400,95,62,6,3,166,A,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk%20-%20EU
54140,26,1314914400,100,50,10,2,162,A,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
54141,26,1314914400,162,0,2,0,164,A,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
54142,26,1314914400,82,52,19,15,168,R,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
54143,27,1314914400,141,16,11,3,171,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54144,27,1314914400,67,102,0,0,169,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54145,27,1314914400,125,38,3,4,170,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54146,27,1314914400,101,70,0,0,171,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54147,27,1314914400,83,86,2,0,171,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54148,27,1314914400,124,13,19,14,170,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54149,27,1314914400,98,70,2,0,170,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54150,27,1314914400,101,70,0,0,171,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
54151,28,1314914400,134,16,7,3,160,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54152,28,1314914400,115,39,8,4,166,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54153,28,1314914400,99,52,11,4,166,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54154,28,1314914400,66,99,2,0,167,R,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54155,28,1314914400,68,99,0,0,167,R,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54156,28,1314914400,71,82,11,3,167,R,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54157,28,1314914400,99,68,0,0,167,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
54158,29,1314914400,63,94,6,0,163,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54159,29,1314914400,95,62,6,0,163,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED%20a%20st%E1tn%ED%20podp.%20staveb.%20spo%u0159en%ED
54160,0,1315260000,118,3,15,0,136,A,Po%u0159ad%20sch%u016Fze
54161,0,1315260000,79,39,18,6,142,A,Po%u0159ad%20sch%u016Fze
54162,0,1315260000,80,52,8,8,148,A,Po%u0159ad%20sch%u016Fze
54163,0,1315260000,88,58,10,1,157,A,Po%u0159ad%20sch%u016Fze
54164,0,1315260000,144,1,14,0,159,A,%20
54165,2,1315260000,7,3,164,1,175,R,Novela%20z.%20o%20ochran%u011B%20ovzdu%u0161%ED
54166,2,1315260000,110,26,22,12,170,A,Novela%20z.%20o%20ochran%u011B%20ovzdu%u0161%ED
54167,3,1315260000,103,68,5,1,177,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED%20-%20EU
54168,4,1315260000,137,24,14,2,177,A,Novela%20z.%20o%20%u010Cesk%E9%20televizi
54169,5,1315260000,152,18,8,1,179,A,Novela%20z.%20o%20loteri%EDch
54170,6,1315260000,85,69,9,9,172,R,Novela%20z.%20o%20rodin%u011B
54171,6,1315260000,88,51,16,17,172,R,Novela%20z.%20o%20rodin%u011B
54172,7,1315260000,156,0,1,1,158,A,Novela%20z.%20o%20soudnictv%ED%20ve%20v%u011Bcech%20ml%E1de%u017Ee
54173,8,1315260000,40,91,35,8,174,R,Novela%20z.%20-%20veterin%E1rn%ED%20z%E1kon%20-%20EU
54174,8,1315260000,146,16,6,6,174,A,Novela%20z.%20-%20veterin%E1rn%ED%20z%E1kon%20-%20EU
54175,10,1315260000,125,2,39,2,168,A,Novela%20z.%20-%20soudn%ED%20%u0159%E1d%20spr%E1vn%ED
54176,11,1315260000,87,17,23,34,161,A,Novela%20z.%20o%20hospoda%u0159en%ED%20energi%ED%20-%20EU
54177,13,1315260000,152,0,12,1,165,A,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk%20-%20EU
54178,13,1315260000,46,85,29,5,165,R,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk%20-%20EU
54179,13,1315260000,66,80,13,6,165,R,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk%20-%20EU
54180,13,1315260000,108,38,15,4,165,A,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk%20-%20EU
54181,13,1315260000,115,29,12,9,165,A,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk%20-%20EU
54182,14,1315260000,150,0,14,0,164,A,N%E1vrh%20na%20zm%u011Bny%20ve%20slo%u017Een%ED%20org%E1n%u016F%20Poslaneck%E9%20sn%u011Bmovny
54183,14,1315260000,145,6,12,2,165,A,N%E1vrh%20na%20zm%u011Bny%20ve%20slo%u017Een%ED%20org%E1n%u016F%20Poslaneck%E9%20sn%u011Bmovny
54184,9,1315260000,77,43,26,11,157,R,Novela%20z.%20o%20silni%u010Dn%EDm%20provozu%20-%20EU
54185,9,1315260000,152,2,2,3,159,A,Novela%20z.%20o%20silni%u010Dn%EDm%20provozu%20-%20EU
54186,9,1315260000,75,48,24,8,155,R,Novela%20z.%20o%20silni%u010Dn%EDm%20provozu%20-%20EU
54187,9,1315260000,106,24,8,19,157,A,Novela%20z.%20o%20silni%u010Dn%EDm%20provozu%20-%20EU
54188,0,1315260000,127,12,15,5,159,A,%20
54189,30,1315346400,65,103,4,0,172,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54190,30,1315346400,125,35,9,6,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54191,30,1315346400,171,1,3,0,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54192,30,1315346400,172,1,1,1,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54193,30,1315346400,106,45,22,2,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54194,30,1315346400,67,107,1,0,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54195,30,1315346400,108,47,17,3,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54196,30,1315346400,46,107,18,4,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54197,30,1315346400,67,108,0,0,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54198,30,1315346400,0,109,34,32,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54199,30,1315346400,92,46,31,6,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54200,30,1315346400,3,112,29,31,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54201,30,1315346400,101,43,28,3,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54202,30,1315346400,108,4,32,31,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54203,30,1315346400,114,10,25,26,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54204,30,1315346400,146,1,24,4,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54205,30,1315346400,45,104,22,4,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54206,30,1315346400,43,107,22,3,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54207,30,1315346400,43,107,22,3,175,R,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54208,30,1315346400,109,15,26,25,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54209,30,1315346400,108,67,0,0,175,A,Vl.n.z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54210,0,1315346400,96,54,21,0,171,A,%20
54211,31,1315346400,142,8,6,1,157,A,Vl.n.z.%20o%20zdravotnick%E9%20z%E1chrann%E9%20slu%u017Eb%u011B
54212,31,1315346400,92,39,23,4,158,A,Vl.n.z.%20o%20zdravotnick%E9%20z%E1chrann%E9%20slu%u017Eb%u011B
54213,31,1315346400,93,38,22,4,157,A,Vl.n.z.%20o%20zdravotnick%E9%20z%E1chrann%E9%20slu%u017Eb%u011B
54214,32,1315346400,129,23,7,1,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54215,32,1315346400,57,98,5,0,160,R,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54216,32,1315346400,94,40,21,5,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54217,32,1315346400,93,37,25,5,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54218,32,1315346400,94,25,24,17,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54219,32,1315346400,38,40,62,19,159,R,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54220,32,1315346400,99,18,32,11,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54221,32,1315346400,153,1,6,0,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54222,32,1315346400,106,15,26,13,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54223,32,1315346400,24,109,13,14,160,R,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54224,32,1315346400,3,110,32,16,161,R,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54225,32,1315346400,92,64,3,1,160,A,Vl.n.z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch%20-%20EU
54226,33,1315346400,135,6,12,3,156,A,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54227,33,1315346400,57,91,10,0,158,R,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54228,33,1315346400,90,37,28,3,158,A,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54229,33,1315346400,89,34,28,7,158,A,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54230,33,1315346400,92,59,7,0,158,A,Vl.n.z.v%20souvislosti%20s%20p%u0159ijet%EDm%20z%E1kon%u016F%20o%20zdrav.%20slu%u017Eb%E1ch
54231,34,1315346400,129,11,15,5,160,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54232,34,1315346400,59,95,8,0,162,R,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54233,34,1315346400,94,18,36,14,162,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54234,34,1315346400,92,18,38,14,162,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54235,34,1315346400,91,44,16,10,161,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54236,34,1315346400,119,14,14,15,162,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54237,34,1315346400,120,13,15,14,162,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54238,34,1315346400,123,16,13,11,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54239,34,1315346400,92,22,34,15,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54240,34,1315346400,92,49,12,10,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54241,34,1315346400,92,25,32,14,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54242,34,1315346400,60,82,10,11,163,R,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54243,34,1315346400,92,36,30,5,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54244,34,1315346400,90,36,33,4,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54245,34,1315346400,97,53,12,1,163,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54246,34,1315346400,74,78,10,1,163,R,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54247,34,1315346400,132,12,13,7,164,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54248,34,1315346400,93,61,2,1,157,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54249,34,1315346400,95,62,0,1,158,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54250,34,1315346400,95,61,1,1,158,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
54251,35,1315519200,141,1,6,0,148,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54252,35,1315519200,61,84,2,0,147,R,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54253,35,1315519200,120,1,23,3,147,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54254,35,1315519200,61,85,1,0,147,R,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54255,35,1315519200,84,19,30,15,148,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54256,35,1315519200,61,88,0,0,149,R,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54257,35,1315519200,62,86,0,1,149,R,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54258,35,1315519200,61,86,2,0,149,R,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54259,35,1315519200,62,87,0,0,149,R,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54260,35,1315519200,87,48,5,9,149,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54261,35,1315519200,87,62,0,0,149,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce%20-%20EU
54262,36,1315519200,84,40,21,3,148,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54263,36,1315519200,148,1,0,0,149,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54264,36,1315519200,126,1,19,2,148,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54265,36,1315519200,148,0,1,0,149,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54266,36,1315519200,148,0,0,1,149,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54267,36,1315519200,145,3,1,1,150,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54268,36,1315519200,61,84,2,2,149,R,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54269,36,1315519200,60,72,6,11,149,R,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54270,36,1315519200,134,1,4,10,149,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54271,36,1315519200,2,118,22,7,149,R,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54272,36,1315519200,79,30,7,23,139,A,Vl.n.z.%20o%20Gener%E1ln%ED%20inspekci%20bezpe%u010Dnostn%EDch%20sbor%u016F
54273,37,1315519200,3,0,141,0,144,R,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54274,37,1315519200,134,5,4,0,143,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54275,37,1315519200,62,85,0,0,147,R,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54276,37,1315519200,86,49,2,10,147,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54277,37,1315519200,75,65,3,4,147,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54278,37,1315519200,86,61,0,0,147,A,Vl.n.z.%20o%20d%u016Fchodov%E9m%20spo%u0159en%ED%20-%20EU
54279,38,1315519200,136,6,5,0,147,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54280,38,1315519200,60,85,2,0,147,R,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54281,38,1315519200,86,56,2,3,147,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54282,38,1315519200,85,53,5,4,147,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54283,38,1315519200,73,64,6,4,147,R,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54284,38,1315519200,108,15,22,3,148,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54285,38,1315519200,85,56,1,4,146,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54286,38,1315519200,85,54,5,4,148,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54287,38,1315519200,30,75,27,16,148,R,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54288,38,1315519200,86,61,2,0,149,A,Vl.n.z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED%20-%20EU
54289,39,1315519200,137,5,4,0,146,A,Vl.n.z.%20v%20souvislosti%20s%20p%u0159ij.%20z.%20o%20d%u016Fch.%20a%20pen.%20spo%u0159en%ED%20-%20EU
