"","id","jmeno","prijmeni","url_vystoupeni"
"28","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016098.htm#r4"
"29","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016245.htm#r2"
"30","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016248.htm#r5"
"31","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016251.htm#r2"
"32","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016131.htm#r6"
"33","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016046.htm#r4"
"34","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016238.htm#r13"
"35","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016239.htm#r9"
"36","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/017schuz/s017045.htm#r1"
"37","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/018schuz/s018011.htm#r2"
"38","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019092.htm#r12"
"39","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019124.htm#r1"
"40","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019132.htm#r8"
"41","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019165.htm#r5"
"42","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019031.htm#r2"
"43","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019044.htm#r2"
"44","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019050.htm#r8"
"45","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019051.htm#r4"
"46","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019305.htm#r9"
"47","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019283.htm#r3"
"48","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/021schuz/s021031.htm#r1"
"49","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/022schuz/s022005.htm#r8"
"50","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/023schuz/s023003.htm#r4"
"51","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/023schuz/s023050.htm#r7"
"52","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/023schuz/s023055.htm#r10"
"53","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/023schuz/s023056.htm#r14"
"54","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/023schuz/s023131.htm#r13"
"55","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025405.htm#r10"
"56","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025014.htm#r2"
"57","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025022.htm#r2"
"58","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025024.htm#r4"
"59","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025025.htm#r2"
"60","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025065.htm#r12"
"61","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025041.htm#r3"
"62","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025053.htm#r4"
"63","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025069.htm#r4"
"64","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025078.htm#r5"
"65","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025409.htm#r4"
"66","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/025schuz/s025336.htm#r5"
"67","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/030schuz/s030010.htm#r12"
"68","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/030schuz/s030057.htm#r6"
"69","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/030schuz/s030061.htm#r10"
"70","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/030schuz/s030063.htm#r4"
"71","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032007.htm#r19"
"72","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032059.htm#r8"
"73","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032118.htm#r1"
"74","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032281.htm#r4"
"75","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032278.htm#r17"
"76","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033010.htm#r1"
"77","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033042.htm#r2"
"78","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033047.htm#r2"
"79","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033118.htm#r3"
"80","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033135.htm#r11"
"81","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033177.htm#r4"
"82","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033259.htm#r10"
"83","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/033schuz/s033165.htm#r10"
"84","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/036schuz/s036035.htm#r2"
"85","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/036schuz/s036052.htm#r2"
"86","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/036schuz/s036060.htm#r1"
"87","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/036schuz/s036040.htm#r10"
"88","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/036schuz/s036143.htm#r12"
"89","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/038schuz/s038005.htm#r4"
"90","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040158.htm#r6"
"91","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040028.htm#r9"
"92","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040046.htm#r6"
"93","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040112.htm#r9"
"94","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040231.htm#r7"
"95","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040088.htm#r3"
"96","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/040schuz/s040307.htm#r6"
"97","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/041schuz/s041047.htm"
"98","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/041schuz/s041141.htm"
"99","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/041schuz/s041146.htm"
"100","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/045schuz/s045096.htm"
"101","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/045schuz/s045108.htm"
"102","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/046schuz/s046014.htm"
"103","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/046schuz/s046094.htm"
"104","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/047schuz/s047010.htm"
"105","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/047schuz/s047203.htm"
"106","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/047schuz/s047024.htm"
"107","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049114.htm"
"108","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049143.htm"
"109","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049173.htm"
"110","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049210.htm"
"111","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049212.htm"
"112","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049227.htm"
"113","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049230.htm"
"114","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049190.htm"
"115","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049224.htm"
"116","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049130.htm"
"117","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049154.htm"
"118","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049156.htm"
"119","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049248.htm"
"120","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/049schuz/s049132.htm"
"121","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/050schuz/s050003.htm"
"122","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/050schuz/s050059.htm"
"123","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051010.htm"
"124","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051012.htm"
"125","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051122.htm"
"126","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051152.htm#r3"
"127","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051239.htm#r2"
"128","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051269.htm#r2"
"129","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051295.htm"
"130","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051016.htm"
"131","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051020.htm"
"132","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051044.htm"
"133","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051143.htm"
"134","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051146.htm"
"135","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051240.htm#r3"
"136","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051262.htm"
"137","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051267.htm"
"138","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051176.htm"
"139","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051160.htm"
"140","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051165.htm#r14"
"141","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051134.htm"
"142","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051274.htm#r16"
"143","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/051schuz/s051272.htm#r11"
"144","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052005.htm#r11"
"145","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052034.htm#r6"
"146","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052132.htm"
"147","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052134.htm"
"148","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052167.htm#r4"
"149","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052201.htm"
"150","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052011.htm#r4"
"151","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052014.htm#r2"
"152","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052050.htm#r2"
"153","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052052.htm#r8"
"154","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052105.htm"
"155","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052109.htm#r5"
"156","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052114.htm"
"157","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052127.htm#r2"
"158","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052129.htm"
"159","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052157.htm"
"160","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052160.htm#r3"
"161","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052016.htm#r12"
"162","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052181.htm#r14"
"163","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/052schuz/s052209.htm#r22"
"164","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053010.htm"
"165","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053075.htm"
"166","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053100.htm"
"167","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053131.htm"
"168","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053169.htm"
"169","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053214.htm#r2"
"170","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053223.htm"
"171","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053098.htm"
"172","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053079.htm"
"173","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053161.htm"
"174","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053168.htm"
"175","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/053schuz/s053220.htm#r9"
"176","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054005.htm"
"177","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054008.htm#r3"
"178","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054032.htm#r4"
"179","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054083.htm#r6"
"180","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054098.htm"
"181","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054116.htm#r6"
"182","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054009.htm#r5"
"183","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054036.htm"
"184","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054041.htm"
"185","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054041.htm"
"186","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054044.htm#r2"
"187","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054053.htm"
"188","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054069.htm#r10"
"189","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/054schuz/s054115.htm"
"190","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/055schuz/s055011.htm"
"191","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057003.htm"
"192","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057010.htm#r3"
"193","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057019.htm"
"194","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057050.htm"
"195","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057055.htm"
"196","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057085.htm"
"197","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/057schuz/s057074.htm#r16"
"198","4","Marek","Benda","http://psp.cz//eknih/2010ps/stenprot/059schuz/s059001.htm"
"199","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/002schuz/s002006.htm#r3"
"200","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/002schuz/s002010.htm#r7"
"201","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/002schuz/s002018.htm#r10"
"202","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/004schuz/s004018.htm#r4"
"203","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005010.htm#r7"
"204","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005019.htm#r2"
"205","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005048.htm#r12"
"206","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005102.htm#r10"
"207","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005063.htm#r2"
"208","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005078.htm#r8"
"209","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005084.htm#r1"
"210","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/005schuz/s005090.htm#r2"
"211","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007071.htm#r1"
"212","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007195.htm#r15"
"213","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007058.htm#r2"
"214","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007177.htm#r3"
"215","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007173.htm#r9"
"216","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007156.htm#r1"
"217","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/007schuz/s007158.htm#r4"
"218","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009034.htm#r1"
"219","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009051.htm#r4"
"220","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009053.htm#r4"
"221","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009162.htm#r7"
"222","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009117.htm#r17"
"223","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009118.htm#r2"
"224","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009118.htm#r8"
"225","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009187.htm#r12"
"226","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009128.htm#r6"
"227","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009097.htm#r6"
"228","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009102.htm#r1"
"229","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009104.htm#r7"
"230","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009243.htm#r8"
"231","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/009schuz/s009257.htm#r4"
"232","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/011schuz/s011003.htm#r3"
"233","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013167.htm#r7"
"234","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013038.htm#r7"
"235","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013179.htm#r12"
"236","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013180.htm#r9"
"237","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013069.htm#r4"
"238","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013169.htm#r2"
"239","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/013schuz/s013081.htm#r4"
"240","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014017.htm#r2"
"241","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014068.htm#r5"
"242","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014124.htm#r9"
"243","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014091.htm#r8"
"244","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014092.htm#r9"
"245","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014115.htm#r7"
"246","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014147.htm#r2"
"247","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014150.htm#r6"
"248","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014153.htm#r11"
"249","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014156.htm#r4"
"250","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014160.htm#r8"
"251","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/014schuz/s014135.htm#r4"
"252","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016032.htm#r4"
"253","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016171.htm#r8"
"254","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016053.htm#r7"
"255","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016054.htm#r5"
"256","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016055.htm#r6"
"257","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016037.htm#r7"
"258","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016064.htm#r6"
"259","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016070.htm#r5"
"260","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016074.htm#r2"
"261","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016205.htm#r2"
"262","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016207.htm#r2"
"263","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016212.htm#r9"
"264","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016216.htm#r11"
"265","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/016schuz/s016219.htm#r10"
"266","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019244.htm#r7"
"267","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019104.htm#r6"
"268","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019115.htm#r7"
"269","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019117.htm#r4"
"270","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019227.htm#r6"
"271","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/019schuz/s019231.htm#r10"
"272","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032218.htm#r6"
"273","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032042.htm#r2"
"274","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032053.htm#r10"
"275","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032210.htm#r2"
"276","68","Václav","Klučka","http://psp.cz//eknih/2010ps/stenprot/032schuz/s032231.htm#r6"
